0	104
1	134
2	26
2	107
2	118
3	82
4	15
4	67
4	69
4	193
5	2
5	23
5	44
5	53
5	72
5	126
5	186
6	91
7	40
7	92
9	37
9	85
9	90
9	124
9	159
10	47
10	72
10	100
11	1
12	5
12	181
12	191
13	88
13	95
13	99
14	31
14	112
15	13
15	22
15	44
16	137
16	197
17	46
17	180
18	0
18	4
18	113
18	121
18	148
18	175
19	8
19	168
19	193
22	0
22	4
22	30
22	69
23	1
23	150
23	158
23	162
24	14
24	120
25	132
25	139
25	148
25	180
26	10
26	35
26	84
27	109
28	5
28	140
29	84
30	34
31	152
31	191
32	0
32	71
32	80
34	172
35	143
35	154
35	171
36	117
37	93
38	73
38	132
38	180
39	165
40	33
40	124
41	16
41	57
41	162
41	164
42	18
42	61
42	135
44	110
45	113
46	1
46	8
46	67
47	122
47	126
47	186
48	64
48	187
49	71
49	141
50	35
50	102
52	33
52	143
53	63
53	73
53	84
53	102
54	70
54	103
54	160
56	119
56	182
57	28
57	119
57	192
58	131
59	47
59	69
59	91
60	147
61	83
61	94
61	109
62	46
62	196
63	122
64	72
64	132
64	179
65	170
65	174
66	22
66	115
67	66
67	77
67	157
69	171
70	16
70	37
70	97
70	107
70	124
70	171
71	74
71	83
71	84
71	131
71	161
73	133
73	135
75	72
75	133
75	164
75	196
76	116
76	133
77	177
78	71
80	96
80	117
80	123
80	137
81	16
83	54
83	67
83	98
84	62
84	111
84	147
85	79
85	151
86	82
86	198
87	54
87	128
87	144
88	79
88	135
88	141
88	170
88	173
89	118
89	184
90	29
90	126
92	17
92	40
92	164
93	32
93	96
95	33
95	116
95	124
96	127
97	89
97	117
97	137
98	14
99	21
99	145
99	157
99	196
100	26
100	66
100	140
100	155
100	171
101	196
102	17
102	80
103	5
103	170
103	174
104	23
104	78
104	193
104	196
106	7
106	17
106	74
106	80
107	114
107	184
108	103
109	11
109	87
109	186
111	127
111	139
112	11
112	40
112	85
113	23
113	38
113	58
114	61
114	131
118	29
118	114
118	126
118	147
118	160
119	108
120	64
120	94
121	32
122	8
122	80
122	167
122	168
123	66
123	71
123	77
123	94
123	98
124	75
124	198
125	79
127	54
127	125
128	116
129	77
130	2
130	27
130	143
130	151
131	144
131	168
131	189
132	33
132	66
132	105
133	32
133	120
133	152
134	108
135	103
135	160
135	177
137	39
137	118
138	96
138	131
138	175
139	186
140	115
141	111
141	167
142	31
142	56
142	83
143	32
143	54
143	114
143	144
144	83
144	112
144	178
145	2
145	55
145	153
146	44
147	8
147	23
147	132
147	167
148	82
148	133
149	101
149	180
149	199
150	77
150	89
150	148
153	136
155	110
156	56
157	199
158	12
158	74
158	83
158	113
159	184
160	53
160	58
160	129
160	162
160	175
160	188
162	42
162	63
162	65
163	158
163	173
164	4
166	109
167	5
167	104
168	69
168	86
170	19
172	114
172	146
173	74
174	37
175	0
175	158
176	30
177	21
177	30
177	135
177	151
177	173
178	52
180	83
180	94
182	165
183	20
184	55
184	126
185	26
185	118
185	191
186	38
188	3
189	13
191	62
191	96
191	116
191	120
191	131
191	185
192	57
192	94
192	98
193	126
194	41
195	31
195	82
195	112
195	124
196	24
197	111
197	143
197	167
198	10
199	20
199	148
-----------
0	101
1	134
2	5
2	26
2	118
3	125
4	42
4	69
4	84
4	186
5	54
5	72
5	124
5	126
5	139
5	168
5	186
6	100
7	2
7	57
9	37
9	85
9	116
9	124
9	159
10	91
10	154
10	180
11	1
12	5
12	161
12	175
13	64
13	99
13	143
14	31
14	112
15	66
15	170
15	198
16	73
16	197
17	96
17	131
18	0
18	2
18	4
18	22
18	46
18	157
19	8
19	151
19	196
22	0
22	4
22	69
22	175
23	33
23	67
23	150
23	151
24	14
24	120
25	24
25	92
25	132
25	180
26	70
26	95
26	111
27	90
28	82
28	140
29	5
30	127
31	133
31	191
32	0
32	89
32	158
34	172
35	67
35	89
35	165
36	23
37	93
38	104
38	132
38	180
39	33
40	133
40	168
41	16
41	57
41	78
41	162
42	72
42	80
42	199
44	32
45	113
46	12
46	158
46	164
47	126
47	171
47	186
48	148
48	187
49	116
49	152
50	2
50	35
52	165
52	178
53	3
53	102
53	137
53	193
54	103
54	160
54	185
56	84
56	199
57	39
57	122
57	192
58	123
59	69
59	128
59	186
60	191
61	38
61	83
61	94
62	120
62	135
63	28
64	72
64	179
64	191
65	170
65	174
66	32
66	118
67	32
67	66
67	77
69	83
70	16
70	21
70	37
70	115
70	124
70	193
71	15
71	74
71	83
71	122
71	196
73	53
73	62
75	1
75	23
75	33
75	131
76	97
76	133
77	177
78	94
80	96
80	117
80	131
80	137
81	64
83	54
83	72
83	98
84	10
84	20
84	147
85	79
85	151
86	7
86	82
87	54
87	91
87	144
88	20
88	22
88	56
88	135
88	173
89	5
89	184
90	29
90	126
92	40
92	109
92	118
93	110
93	180
95	13
95	71
95	124
96	127
97	71
97	117
97	137
98	112
99	16
99	21
99	63
99	145
100	66
100	82
100	117
100	155
100	171
101	84
102	17
102	80
103	113
103	170
103	174
104	26
104	34
104	41
104	181
106	17
106	44
106	74
106	80
107	113
107	184
108	143
109	11
109	37
109	116
111	53
111	193
112	11
112	40
112	82
113	23
113	38
113	58
114	40
114	61
118	29
118	126
118	147
118	160
118	196
119	108
120	71
120	102
121	32
122	8
122	140
122	167
122	168
123	66
123	77
123	94
123	98
123	107
124	75
124	198
125	44
127	44
127	65
128	87
129	56
130	27
130	143
130	152
130	162
131	69
131	84
131	189
132	33
132	74
132	105
133	8
133	119
133	141
134	108
135	103
135	160
135	177
137	17
137	121
138	30
138	96
138	131
139	116
140	46
141	111
141	167
142	31
142	141
142	171
143	54
143	114
143	115
143	144
144	14
144	110
144	143
